Web link,Provider URN,Provider status,Provider type,Sector,Organisation name,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,Region,Inspection Number,Inspection date,Inspection type group,Overall Effectiveness,Outcomes in education and related learning activities,How well children and young people are helped and protected,The impact and effectiveness of leaders and managers
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1250521,1250521,Active,Children's Home,Private,Acorn Homes (uk) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10051768,19/10/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1250902,1250902,Active,Children's Home,Private,Calcot Services For Children Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hampshire,South East,10086561,12/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1250931,1250931,Active,Children's Home,Private,Compass Children's Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Sussex,South East,10051194,18/10/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1251073,1251073,Active,Children's Home,Local Authority,Manchester City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Manchester,North West,10051198,16/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1251076,1251076,Active,Children's Home,Private,Horizon Care And Education Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Leicestershire,East Midlands,10051169,15/11/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1251364,1251364,Active,Children's Home,Private,Area Camden Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Camden,London,10051259,19/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1251947,1251947,Active,Children's Home,Private,Haven Care Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10082562,18/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1252120,1252120,Active,Children's Home,Private,Paddock House Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Durham,"North East, Yorkshire and The Humber",10051769,13/12/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1252997,1252997,Active,Children's Home,Voluntary,The Norman Laud Association,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10051212,22/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1253008,1253008,Active,Children's Home,Private,Esland North Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Doncaster,"North East, Yorkshire and The Humber",10051265,01/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1253711,1253711,Active,Children's Home,Private,Beacon Childcare,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10083804,06/11/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254258,1254258,Active,Children's Home,Private,Witherslack Group Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cumbria,North West,10051234,28/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254316,1254316,Active,Children's Home,Private,Rite Directions,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kingston Upon Hull City Council,"North East, Yorkshire and The Humber",10051325,14/11/2018,Full inspection,Good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254371,1254371,Active,Children's Home,Private,Resilience North East Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Durham,"North East, Yorkshire and The Humber",10051297,07/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254745,1254745,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10051240,12/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254782,1254782,Active,Children's Home,Local Authority,Hampshire County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hampshire,South East,10051266,14/11/2018,Full inspection,Outstanding,,Outstanding,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254837,1254837,Active,Children's Home,Voluntary,Together For Children Sunderland Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sunderland,"North East, Yorkshire and The Humber",10084131,05/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254837,1254837,Active,Children's Home,Voluntary,Together For Children Sunderland Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sunderland,"North East, Yorkshire and The Humber",10082839,01/11/2018,Interim inspection,Declined effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1254843,1254843,Active,Children's Home,Voluntary,Together For Children Sunderland Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sunderland,"North East, Yorkshire and The Humber",10051219,10/10/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1255520,1255520,Active,Children's Home,Private,Sandcastle Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10051285,21/11/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1255744,1255744,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Worcestershire,West Midlands,10051771,07/12/2018,Interim inspection,Declined effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1255746,1255746,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Bedford,East of England,10051246,20/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1255748,1255748,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10051248,12/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256058,1256058,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Oxfordshire,South East,10051249,12/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256059,1256059,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Northamptonshire,East Midlands,10051250,05/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256060,1256060,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Northamptonshire,East Midlands,10051251,01/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256061,1256061,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Northamptonshire,East Midlands,10051252,18/12/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256364,1256364,Active,Children's Home,Private,The Good Support Group Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Newham,London,10051288,26/10/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256417,1256417,Active,Children's Home,Private,Acorn Homes (uk) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10051302,05/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256610,1256610,Active,Children's Home,Private,Homes 2 Inspire Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10051256,06/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256660,1256660,Active,Children's Home,Private,Pathways Care Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Southend-on-Sea,East of England,10055290,02/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256912,1256912,Active,Children's Home,Private,Parkview Care (broadstairs) Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10070495,22/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256912,1256912,Active,Children's Home,Private,Parkview Care (broadstairs) Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10081852,30/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256913,1256913,Active,Children's Home,Private,Parkview Care (broadstairs) Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10081491,05/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1256913,1256913,Active,Children's Home,Private,Parkview Care (broadstairs) Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10081490,18/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1257073,1257073,Active,Children's Home,Private,Horizon Care And Education Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kirklees,"North East, Yorkshire and The Humber",10068668,15/11/2018,Full inspection,Requires improvement to be good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1257202,1257202,Active,Children's Home,Private,Motivations Activity Projects Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10054187,18/12/2018,Interim inspection,Not judged,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1257706,1257706,Active,Children's Home,Private,Gravitas Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Calderdale,"North East, Yorkshire and The Humber",10056576,04/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258095,1258095,Active,Children's Home,Private,Hillcrest Children's Services (2) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10084537,23/11/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258199,1258199,Active,Children's Home,Private,Acorn Homes (uk) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Surrey,South East,10051292,25/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258343,1258343,Active,Children's Home,Private,New Forest Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Wiltshire,South West,10051337,03/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258627,1258627,Active,Children's Home,Voluntary,Doncaster Children's Services Trust Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Doncaster,"North East, Yorkshire and The Humber",10051286,14/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258658,1258658,Active,Children's Home,Private,Personal Security Service Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Essex,East of England,10051333,05/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258769,1258769,Active,Children's Home,Private,Roc Northwest Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10051295,18/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258770,1258770,Active,Children's Home,Private,Aurora Care Young Peoples Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10077826,11/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258770,1258770,Active,Children's Home,Private,Aurora Care Young Peoples Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10077827,09/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258887,1258887,Active,Children's Home,Private,Friends & Co Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Wolverhampton,West Midlands,10080776,19/12/2018,Interim inspection,Not judged,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1258887,1258887,Active,Children's Home,Private,Friends & Co Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Wolverhampton,West Midlands,10080775,30/10/2018,Interim inspection,Not judged,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1259061,1259061,Active,Children's Home,Private,Outbound Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10051327,04/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1259114,1259114,Active,Children's Home,Private,Unity Residential Care Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10054424,03/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1259178,1259178,Active,Children's Home,Private,Solid Global Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10056225,01/10/2018,Interim inspection,Not judged,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1259184,1259184,Active,Children's Home,Private,Ashwood Children's Care Home Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derbyshire,East Midlands,10055571,13/12/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1259216,1259216,Active,Children's Home,Private,One To One Crisis Intervention Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10051307,27/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1259419,1259419,Active,Children's Home,Private,Blue Mountain Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Leicestershire,East Midlands,10081014,29/11/2018,Full inspection,Good,,Good,Good
